period,signal_date,wr2,cci5,soxl_close,previous_high,qqq_close,qqq_ema200,action,regime_weight,exit_reason,trade_id,execution_date,execution_underlying_open
VALIDATION,2024-04-04,-94.00921658986175,-113.32165498832154,42.37,47.18,435.34,394.8392287883504,BUY,1.0,,20,2024-04-05,42.7
VALIDATION,2024-04-09,-17.164179104477647,29.923170238577274,45.39,45.19,442.23,396.2066260551707,SELL,,close>prev_high+wr>-30+cci>0,20,2024-04-10,43.11
VALIDATION,2024-04-12,-90.43824701195224,-130.7471264367816,41.51,46.05,438.27,397.5207159696373,BUY,1.0,,21,2024-04-15,42.99
VALIDATION,2024-04-23,-13.221153846153788,-13.604566327625355,34.11,32.85,425.07,399.3245707894931,SELL,,close>prev_high+wr>-30,21,2024-04-24,36.91
VALIDATION,2024-05-01,-90.81632653061226,-111.61541816595792,34.37,41.49,421.52,400.92369612817714,BUY,1.0,,22,2024-05-02,35.98
VALIDATION,2024-05-03,-11.17236579424531,36.76728544368085,38.97,36.91,435.48,401.52343878547424,SELL,,close>prev_high+wr>-30+cci>0,22,2024-05-06,39.97
VALIDATION,2024-06-24,-99.433006993007,-122.92350527712858,53.07054,60.18,473.96,418.49639442974154,BUY,1.0,,23,2024-06-25,54.23
VALIDATION,2024-06-28,-55.9104322166291,166.6666666666685,55.36,55.58,479.11,420.9126316374069,SELL,,cci>0,23,2024-07-01,55.36
VALIDATION,2024-07-17,-97.71918957105174,-166.6666666666666,51.55,65.59,481.77,429.0610041262258,BUY,1.0,,24,2024-07-18,54.16
VALIDATION,2024-07-22,-0.3225806451613406,-40.40719849444703,52.93,52.37,482.32,430.53770985622015,SELL,,close>prev_high+wr>-30,24,2024-07-23,50.5
VALIDATION,2024-07-24,-93.38227059386487,-143.52856753134336,42.9,52.0721,463.38,431.3578715382336,BUY,1.0,,25,2024-07-25,41.51
VALIDATION,2024-07-26,-28.209191759112528,-61.68033614176086,41.92,43.7,462.97,431.93753795167424,SELL,,wr>-30,25,2024-07-29,43.365
VALIDATION,2024-07-30,-94.40504142386155,-111.15495228677887,37.24,45.0,457.53,432.5070592417082,BUY,1.0,,26,2024-07-31,42.3
VALIDATION,2024-07-31,-4.636649582074931,92.55300929531188,44.39,42.67,471.07,432.89077009502455,SELL,,close>prev_high+wr>-30+cci>0,26,2024-08-01,42.05
VALIDATION,2024-08-02,-92.14659685863874,-147.46831050499947,29.34,43.42,448.75,433.31228352102835,BUY,1.0,,27,2024-08-05,23.52
VALIDATION,2024-08-08,-8.000000000000007,89.94244463954763,31.46,31.94,448.07,433.5539992027335,SELL,,wr>-30+cci>0,27,2024-08-09,30.71
VALIDATION,2024-08-22,-93.06759098786831,-91.52915740558664,37.51,42.36,474.85,437.0063946839614,BUY,1.0,,28,2024-08-23,39.16
OOS,2024-09-03,-93.17718940936862,-166.66666666666652,30.07,39.22,461.81,439.4456089505905,BUY,1.0,,1,2024-09-04,29.07
OOS,2024-09-10,-1.785714285714246,-33.93602826556008,28.35,27.7291,458.66,440.2857225350427,SELL,,close>prev_high+wr>-30,1,2024-09-11,28.89
OOS,2024-11-13,-92.85714285714278,-101.03149220618309,29.69,32.55,512.25,459.1446581821055,BUY,1.0,,2,2024-11-14,30.59
OOS,2024-11-19,-10.399445054627428,-40.70629084882027,27.85,27.83,503.46,460.8317156125074,SELL,,close>prev_high+wr>-30,2,2024-11-20,27.335
OOS,2024-12-19,-96.26168224299063,-132.18821907532615,26.3,32.48,514.17,471.7973981154679,BUY,1.0,,3,2024-12-20,25.82
OOS,2024-12-23,-4.076738609112749,19.924562446589814,29.59,28.37,522.87,472.76723800823356,SELL,,close>prev_high+wr>-30+cci>0,3,2024-12-24,30.26
OOS,2025-02-24,-98.11320754716978,-138.0081220308337,26.76,31.96,519.87,489.57860796175305,BUY,1.0,,4,2025-02-25,26.655
OOS,2025-03-05,-9.536951855259124,-32.90155630098434,21.95,22.261,502.01,490.57465504299853,SELL,,wr>-30,4,2025-03-06,19.71
OOS,2025-03-06,-93.01587301587305,-124.56913179278486,19.23,22.16,488.2,490.5510266346105,BUY,0.5,,5,2025-03-07,19.5
OOS,2025-03-07,-8.97046882345404,-51.95858343530105,20.88,21.02,491.79,490.5633547277984,SELL,,wr>-30,5,2025-03-10,19.34
OOS,2025-04-03,-99.81785063752277,-166.66666666666666,11.41,16.89,450.66,488.125899539774,BUY,0.5,,6,2025-04-04,10.05
OOS,2025-04-09,-6.170598911070778,60.097995245107235,12.77,10.84,466.0,485.9352919015665,SELL,,close>prev_high+wr>-30+cci>0,6,2025-04-10,10.915
OOS,2025-05-22,-98.57813166500776,-133.6756801016193,16.51,18.5899,514.0,485.40189938916365,BUY,1.0,,7,2025-05-23,15.21
OOS,2025-05-27,-9.128630705394285,12.968082087708014,17.29,16.0,521.22,485.99313328160866,SELL,,close>prev_high+wr>-30+cci>0,7,2025-05-28,17.43
OOS,2025-06-13,-91.01123595505622,-90.30223004694837,20.04,22.065,526.96,491.0012541005083,BUY,1.0,,8,2025-06-16,20.83
OOS,2025-06-16,-13.445378151260522,41.40461215932882,21.9,21.06,534.29,491.431987890553,SELL,,close>prev_high+wr>-30+cci>0,8,2025-06-17,21.61
OOS,2025-08-19,-92.04545454545472,-100.43431053203057,26.24,27.65,569.28,515.8836746873212,BUY,1.0,,9,2025-08-20,26.11
OOS,2025-08-22,-25.475841874084956,53.81154188248827,27.45,25.9,571.97,517.3964803882409,SELL,,close>prev_high+wr>-30+cci>0,9,2025-08-25,27.35
OOS,2025-10-10,-99.48126801152735,-149.03312660887408,34.21,42.84,589.5,538.5798358762711,BUY,1.0,,10,2025-10-13,38.23
OOS,2025-10-15,-4.502369668246561,20.169460305765156,39.98,39.005,602.22,540.4170819975894,SELL,,close>prev_high+wr>-30+cci>0,10,2025-10-16,41.45
OOS,2025-11-04,-96.47645530620504,-166.666666666667,42.8,50.19,619.25,550.7062449924344,BUY,1.0,,11,2025-11-05,43.22
OOS,2025-11-05,-27.119103713622277,-39.67853024554655,46.83,46.8784,623.28,551.4283719079326,SELL,,wr>-30,11,2025-11-06,46.46
OOS,2025-11-20,-95.3898690950484,-103.81948008988373,30.81,37.3,585.67,557.3122788378517,BUY,1.0,,12,2025-11-21,30.85
OOS,2025-11-24,-5.494505494505528,48.43442649382515,35.86,33.04,605.16,558.1110797816333,SELL,,close>prev_high+wr>-30+cci>0,12,2025-11-25,34.34
OOS,2025-12-12,-91.70706812962491,-166.66666666666617,41.71,48.898,613.62,565.7599060765405,BUY,1.0,,13,2025-12-15,43.105
OOS,2025-12-19,-15.058823529411779,57.598136609763635,41.72,40.4162,617.05,567.9074474807562,SELL,,close>prev_high+wr>-30+cci>0,13,2025-12-22,44.45
OOS,2025-12-31,-99.27007299270062,-137.09301240787318,42.03,44.75,614.31,571.4632093003468,BUY,1.0,,14,2026-01-02,45.13
OOS,2026-01-02,-13.980263157894747,165.99234316540492,47.24,44.15,613.12,571.8777047301942,SELL,,close>prev_high+wr>-30+cci>0,14,2026-01-05,50.345
OOS,2026-03-26,-98.93390191897653,-103.11311677296159,48.97,58.25,573.79,587.4750538172648,BUY,0.5,,15,2026-03-27,48.035
OOS,2026-03-31,-4.3329532497149685,-42.668957617411245,47.91,48.29,577.18,586.8422010387266,SELL,,wr>-30,15,2026-04-01,50.04
OOS,2026-06-05,-99.2124285251915,-116.7389055890886,182.54,274.5,705.06,622.1372118578709,BUY,1.0,,16,2026-06-08,210.62
OOS,2026-06-11,-3.393344492746697,92.11260582215823,223.99,212.99,717.12,625.5300097027381,SELL,,close>prev_high+wr>-30+cci>0,16,2026-06-12,222.22
OOS,2026-07-16,-90.2608695652174,-142.51111142846713,142.48,184.0,705.94,645.1324488714641,BUY,1.0,,17,2026-07-17,124.73
OOS,2026-07-21,-8.408408408408388,50.111372668134685,158.54,148.74,708.97,646.7589356901061,SELL,,close>prev_high+wr>-30+cci>0,17,2026-07-22,147.095
OOS,2026-07-29,-97.91044776119406,-100.94305027624762,91.99,114.95,661.73,648.8843380756557,BUY,1.0,,18,2026-07-30,107.38
OOS,2026-07-30,-12.377358490566042,-27.323330857410173,114.72,112.6685,683.55,649.2292700351019,SELL,,close>prev_high+wr>-30,18,2026-07-31,129.9
