trades,win_rate,profit_factor,avg_trade,median_trade,total_return,cagr,sharpe,max_drawdown,calmar,exposure,ending_equity,family,param
33,0.7575757575757576,3.2740391866183276,0.04745356355793188,0.04512798211100688,2.0985421273866867,0.20789171617170732,0.7435198661415049,-0.32325869849030475,0.6431125199186015,0.06026490066225165,309854.21273866866,RVOL20_max,1.25
48,0.75,3.2033408782551005,0.044224904639498464,0.030157341557623063,4.061174165456961,0.31104236753703396,0.8920066001667168,-0.3547026517547677,0.876910183778611,0.08543046357615894,506117.41654569615,RVOL20_max,1.5
65,0.7230769230769231,2.3951944679709376,0.03763184867089419,0.03918601630273222,4.863206985408222,0.34364938764780995,0.8509488994917377,-0.4884931582236043,0.7034886402452066,0.11324503311258279,586320.6985408221,RVOL20_max,2
63,0.746031746031746,3.1691584439929614,0.04778011967025292,0.04212328048836844,9.61329129501987,0.4836341267290105,1.0636830535707957,-0.4884931582236042,0.9900530203692853,0.11324503311258279,1061329.129501987,VOLZ20_min,-0.5
59,0.7288135593220338,2.5796670962812818,0.037154384166860115,0.03860497599698731,4.272539743545432,0.3200313632609113,0.8420055632744102,-0.4884931582236043,0.6551399090720104,0.10596026490066225,527253.9743545433,VOLZ20_min,0
53,0.7169811320754716,2.423210084184054,0.03539775145102495,0.03918601630273222,3.7776779741966733,0.2984814207565989,0.8361005732620788,-0.48849315822360406,0.6110247722650217,0.09006622516556291,477767.79741966736,VOLZ20_min,0.5
39,0.6923076923076923,2.2342299483717145,0.035518313803851904,0.03918601630273222,2.0293171376065637,0.20334232912782713,0.6692168892472448,-0.4689923211371704,0.43357283256745216,0.07218543046357616,302931.71376065636,VOLZ20_min,1
31,0.6774193548387096,2.190928206853742,0.03901460164654021,0.06753962784286704,1.5887850262103993,0.17217106494376044,0.6084763267761125,-0.46899232113717026,0.36710849449793886,0.060927152317880796,258878.50262103995,VOLZ20_min,1.5
22,0.6818181818181818,1.507142574334264,0.019119624604840905,0.060433107723692925,0.2913168629043994,0.04362277343246368,0.2992848154239254,-0.4465470483824616,0.09768908694051283,0.04370860927152318,129131.68629043993,VOLZ20_min,2
71,0.7464788732394366,2.8533431495430635,0.044862845211320876,0.04921128820194687,10.814806556688303,0.5104471790171858,1.082225151258585,-0.4884931582236042,1.0449423301513925,0.12582781456953643,1181480.6556688303,RVOL50_min,0.5
