entry_date,entry_price,exit_date,exit_price,return
2019-06-12,8.544667,2019-06-18,8.88,0.03924471252068695
2019-06-21,8.955333,2019-06-26,9.429333,0.05292935505580876
2019-07-02,10.238,2019-07-09,9.901333,-0.032884059386598996
2019-07-26,12.703333,2019-07-29,12.801333,0.007714510829559318
2019-08-01,10.797333,2019-08-07,9.502,-0.11996786613879551
2019-08-12,9.356,2019-08-13,10.182,0.08828559213339049
2019-08-14,9.227333,2019-08-16,9.9,0.07289939574089299
2019-08-23,9.212,2019-08-28,9.512667,0.032638623534520184
2019-09-03,9.792667,2019-09-04,10.593333,0.08176179175703613
2019-09-20,11.494,2019-09-25,11.827333,0.029000609013398293
2019-10-01,11.037333,2019-10-03,11.054667,0.001570488088019184
2019-10-08,10.341333,2019-10-09,10.862667,0.050412649897261685
2019-10-16,12.156667,2019-10-21,12.549333,0.032300465250878485
2019-10-23,11.543333,2019-10-24,12.380667,0.07253832147093053
2019-10-29,13.469333,2019-11-01,14.129333,0.04900019919323406
2019-11-21,14.121333,2019-11-25,15.140667,0.07218397866547033
2019-11-29,14.762667,2019-12-04,14.100667,-0.04484284580828113
2019-12-09,14.681333,2019-12-11,15.818,0.07742260188499217
2020-01-03,18.412667,2020-01-07,18.748,0.018212081932508895
2020-01-10,18.723333,2020-01-13,19.457333,0.03920242191921686
2020-01-15,18.876667,2020-01-16,19.822667,0.05011477926691188
2020-01-27,18.041333,2020-01-28,19.332667,0.07157641843870399
2020-01-29,18.266667,2020-02-04,18.433333,0.00912405092839319
2020-02-07,18.266,2020-02-10,19.093333,0.04529360560604423
2020-02-18,20.165333,2020-02-19,21.732,0.07769110482827135
2020-02-21,18.896667,2020-02-28,13.666667,-0.27676838460454434
2020-03-03,13.499333,2020-03-04,15.475333,0.14637760250821286
2020-03-09,9.886,2020-03-10,11.773333,0.19090967024074446
2020-03-11,9.776,2020-03-13,8.661333,-0.11402076513911608
2020-03-16,5.318667,2020-03-24,6.249333,0.1749810619841401
2020-03-27,6.096,2020-03-30,6.752,0.1076115485564304
2020-03-31,6.316,2020-04-06,7.102667,0.12455145661811273
2020-04-09,7.21,2020-04-14,8.462,0.17364771151178915
2020-04-20,8.011333,2020-04-22,8.039333,0.0034950488264560153
2020-04-28,8.535333,2020-04-29,9.76,0.14348204106389284
2020-04-30,8.734,2020-05-05,8.000667,-0.08396301809022211
2020-05-12,8.456667,2020-05-14,8.640667,0.021757981010722238
2020-05-21,9.37,2020-05-26,9.800667,0.045962326574173096
2020-06-11,10.516,2020-06-15,11.432667,0.08716879041460635
2020-06-19,12.066667,2020-06-23,12.491333,0.035193313944935856
2020-06-24,11.652,2020-06-29,11.61,-0.003604531410916545
2020-07-07,12.972,2020-07-08,13.508667,0.04137118408880669
2020-07-13,13.212,2020-07-15,13.772667,0.042436194368755675
2020-07-28,13.628,2020-07-29,14.510667,0.06476863809803346
2020-08-11,15.508,2020-08-12,17.07,0.10072220789270059
2020-08-19,16.468,2020-08-21,16.392667,-0.004574508136993005
2020-09-03,16.998667,2020-09-09,15.346,-0.09722332933517674
2020-09-10,14.708667,2020-09-14,15.584,0.05951137516404437
2020-09-16,15.892,2020-09-22,15.553333,-0.02131053360181223
2020-09-23,14.395333,2020-09-25,15.455333,0.07363497600229185
2020-10-02,16.329333,2020-10-05,17.923333,0.09761574462349443
2020-10-19,20.076,2020-10-29,17.446,-0.13100219167164773
2020-11-09,22.595333,2020-11-11,22.804,0.009234960157480154
2020-11-18,23.311333,2020-11-19,24.393333,0.04641519212993939
2020-12-09,29.226667,2020-12-14,29.224,-9.125227998107999e-05
2020-12-23,28.822,2020-12-24,29.654,0.028866837832211445
2021-01-04,30.669333,2021-01-05,32.446,0.057929756737781
2021-01-15,37.824,2021-01-19,41.666667,0.10159335342639597
2021-01-22,40.79,2021-02-01,37.348,-0.08438342731061532
2021-02-03,36.632667,2021-02-08,40.133333,0.0955613196276428
2021-02-22,40.806667,2021-02-24,43.745333,0.0720143598103713
2021-02-25,36.218667,2021-03-01,42.558,0.17502943992941522
2021-03-02,38.55,2021-03-05,32.75,-0.15045395590142663
2021-03-08,27.52,2021-03-09,32.45,0.17914244186046524
2021-03-10,30.72,2021-03-11,34.47,0.1220703125
2021-03-18,33.71,2021-03-22,36.9838,0.09711658261643441
2021-03-23,34.03,2021-03-26,37.69,0.10755215985894795
2021-04-14,41.27,2021-04-15,43.47,0.053307487278895005
2021-04-20,37.71,2021-04-21,40.75,0.08061522142667732
2021-04-28,39.42,2021-04-29,40.31,0.022577371892440468
2021-04-30,36.9,2021-05-05,34.55,-0.06368563685636863
2021-05-10,31.93,2021-05-14,31.93,0.0
2021-06-03,37.12,2021-06-04,39.74,0.0705818965517242
2021-06-09,37.7,2021-06-10,39.04,0.0355437665782492
2021-06-18,37.32,2021-06-22,38.6,0.03429796355841375
2021-07-01,42.57,2021-07-09,41.77,-0.018792576932111782
2021-07-14,42.16,2021-07-20,38.34,-0.09060721062618582
2021-08-18,38.66,2021-08-19,39.63,0.025090532850491565
2021-09-28,42.23,2021-10-05,38.65,-0.08477385744731225
2021-10-08,39.33,2021-10-14,41.05,0.04373251970505976
2021-10-27,44.09,2021-10-28,47.0,0.06600136085280095
2021-11-10,57.95,2021-11-11,61.64,0.06367558239861948
2021-11-22,65.43,2021-11-24,66.88,0.02216108818584739
2021-12-01,63.16,2021-12-07,71.99,0.13980367321089293
2021-12-09,65.9,2021-12-15,68.12,0.03368740515933233
2021-12-16,59.23,2021-12-21,63.5,0.07209184534864099
2021-12-30,68.36,2022-01-03,72.1,0.05471035693387938
2022-01-05,64.01,2022-01-11,63.29,-0.011248242462115421
2022-01-13,60.2,2022-01-24,45.45,-0.24501661129568109
2022-01-27,36.36,2022-01-31,44.58,0.22607260726072598
2022-02-03,42.63,2022-02-08,46.6,0.09312690593478767
2022-02-10,46.42,2022-02-15,46.01,-0.008832399827660598
2022-02-17,40.87,2022-02-24,39.94,-0.0227550770736481
2022-03-01,36.58,2022-03-02,40.12,0.09677419354838701
2022-03-03,37.55,2022-03-09,34.93,-0.06977363515312907
2022-03-11,30.69,2022-03-15,31.51,0.02671880091234935
2022-03-23,36.69,2022-03-24,42.09,0.14717906786590373
2022-03-30,41.35,2022-04-04,37.96,-0.08198307134220073
2022-04-05,32.88,2022-04-13,28.03,-0.14750608272506083
2022-04-14,25.61,2022-04-19,28.75,0.12260835611089416
2022-04-21,26.21,2022-04-25,25.67,-0.020602823349866406
2022-04-26,22.43,2022-04-28,25.58,0.14043691484618814
2022-04-29,22.24,2022-05-03,25.11,0.1290467625899281
2022-05-09,19.72,2022-05-13,22.49,0.1404665314401623
2022-05-18,20.85,2022-05-23,20.63,-0.010551558752997736
2022-06-09,21.09,2022-06-15,16.61,-0.21242294926505456
2022-06-16,13.57,2022-06-21,14.7812,0.08925571112748698
2022-06-28,14.56,2022-07-06,12.09,-0.1696428571428572
2022-07-11,12.91,2022-07-13,13.29,0.029434546862896926
2022-07-26,16.43,2022-07-27,18.73,0.13998782714546576
2022-08-09,17.69,2022-08-10,19.91,0.12549462973431313
2022-08-19,19.17,2022-08-25,19.32,0.00782472613458518
