wr_lookback,wr_entry,wr_exit,cci_lookback,cci_entry,cci_exit,trades,win_rate,profit_factor,avg_trade,median_trade,avg_hold_days,total_return,cagr,sharpe,max_drawdown,calmar,exposure,ending_equity
2,-90,-40,5,-80,0,73,0.7397260273972602,2.992668817196664,0.044382065235009115,0.059899424847525085,3.3698630136986303,13.222993790526905,0.5579753126683249,1.2560751631504297,-0.3257011937607833,1.7131509597049226,0.11655629139072848,1422299.3790526905
2,-90,-40,5,-80,50,73,0.7397260273972602,2.992668817196664,0.044382065235009115,0.059899424847525085,3.3698630136986303,13.222993790526905,0.5579753126683249,1.2560751631504297,-0.3257011937607833,1.7131509597049226,0.11655629139072848,1422299.3790526905
2,-90,-40,5,-80,100,73,0.7397260273972602,2.992668817196664,0.044382065235009115,0.059899424847525085,3.3698630136986303,13.222993790526905,0.5579753126683249,1.2560751631504297,-0.3257011937607833,1.7131509597049226,0.11655629139072848,1422299.3790526905
2,-85,-30,20,-50,0,77,0.6883116883116883,2.654067689576163,0.04064888349194737,0.05498174827282165,4.2727272727272725,10.909064774307343,0.5124530414219639,1.0883797950003582,-0.2999987481776686,1.7081839325491894,0.14834437086092717,1190906.4774307343
2,-85,-30,20,-50,50,77,0.6883116883116883,2.654067689576163,0.04064888349194737,0.05498174827282165,4.2727272727272725,10.909064774307343,0.5124530414219639,1.0883797950003582,-0.2999987481776686,1.7081839325491894,0.14834437086092717,1190906.4774307343
2,-85,-30,20,-50,100,77,0.6883116883116883,2.654067689576163,0.04064888349194737,0.05498174827282165,4.2727272727272725,10.909064774307343,0.5124530414219639,1.0883797950003582,-0.2999987481776686,1.7081839325491894,0.14834437086092717,1190906.4774307343
2,-90,-30,20,-80,-50,55,0.7454545454545455,3.81242578557641,0.051224310555877534,0.05702085326272743,3.8181818181818183,9.123209020512931,0.47196604988826074,1.1222622797457216,-0.2764854094203687,1.7070197334380242,0.09801324503311258,1012320.9020512932
2,-80,-20,5,-80,0,99,0.696969696969697,2.524742827499087,0.03658569895316982,0.05115689219787978,4.656565656565657,17.850744278233215,0.6330222640177421,1.1391682109233374,-0.3727803741756587,1.6981104904397522,0.20662251655629138,1885074.4278233217
2,-80,-20,5,-80,50,99,0.696969696969697,2.524742827499087,0.03658569895316982,0.05115689219787978,4.656565656565657,17.850744278233215,0.6330222640177421,1.1391682109233374,-0.3727803741756587,1.6981104904397522,0.20662251655629138,1885074.4278233217
2,-80,-20,5,-80,100,99,0.696969696969697,2.524742827499087,0.03658569895316982,0.05115689219787978,4.656565656565657,17.850744278233215,0.6330222640177421,1.1391682109233374,-0.3727803741756587,1.6981104904397522,0.20662251655629138,1885074.4278233217
2,-80,-40,3,-50,100,151,0.7350993377483444,2.1641118418503846,0.025878921948681025,0.03429796355841375,3.4172185430463577,21.23958417819828,0.6787386447981527,1.2175957274049134,-0.40065864732319667,1.6940571464831984,0.23443708609271524,2223958.4178198283
2,-80,-40,3,-50,0,153,0.738562091503268,2.2193205575265544,0.02532388937548434,0.030411449016100045,3.30718954248366,21.144173537212847,0.6775336864651549,1.223572202763829,-0.4006586473231968,1.691049702762594,0.22913907284768212,2214417.353721285
2,-85,-30,8,-50,0,95,0.7052631578947368,2.656971770598207,0.03864830537642963,0.049462720427476015,4.136842105263158,17.54420771067009,0.6285569897017518,1.186502851139279,-0.37918942400912536,1.6576332299991186,0.1741721854304636,1854420.7710670088
