start,end,sessions,total_return,cagr,sharpe,sortino,annual_volatility,max_drawdown,calmar,trades,win_rate,profit_factor_return,profit_factor_dollar,avg_trade,median_trade,avg_holding_calendar_days,avg_holding_sessions,close_position_fraction,exposed_return_days,ending_equity,open_position_at_end,sum_cost_dollars,worst_day,period,mode,cost_bps_per_side,source
2016-09-06,2026-09-04,2514,58.4298278316,0.504949594786,1.09883582994,2.031260109,0.46641321561,-0.461273483307,1.09468593591,98,0.714285714286,3.58153552563,5.05638888902,0.0477033797317,0.0398500571613,3.88775510204,2.67346938776,0.104216388226,0.143198090692,5942982.78316,False,212598.236489,-0.309650412125,FULL_CONTINUOUS,LEGACY_EXTERNAL_WARMUP,10,Tradier
2016-09-06,2022-09-02,1510,11.1326842444,0.51715939169,1.14263704789,1.96091671451,0.452821898148,-0.461273483307,1.12115569268,60,0.733333333333,3.59609728522,3.74428129697,0.0516121122131,0.0471950559881,3.6,2.5,0.101986754967,0.141721854305,1213268.42444,True,50932.8195993,-0.309650412125,IS,CONTINUOUS_ATTRIBUTION,10,Tradier
2022-09-06,2024-09-03,501,0.877945068562,0.371864964139,0.995025374032,1.81909792321,0.393469273402,-0.272565958499,1.36431183919,25,0.6,1.92409606651,1.90785516461,0.0221674931796,0.00762340201429,4.48,3.04,0.14371257485,0.193612774451,2278451.45452,False,73052.2263628,-0.0902051877662,VALIDATION,CONTINUOUS_ATTRIBUTION,10,Tradier
2024-09-04,2026-09-04,503,1.60834294774,0.61556686323,1.09590522881,2.46274830552,0.564210986413,-0.24116863579,2.55243332622,13,0.846153846154,56.7612426411,80.4180186786,0.07877055011,0.0529674484665,4.07692307692,2.76923076923,0.0715705765408,0.0974155069583,5942982.78316,False,88613.1905269,-0.146117071261,OOS_REUSED,CONTINUOUS_ATTRIBUTION,10,Tradier
2016-09-06,2022-09-02,1510,11.1326842444,0.51715939169,1.14263704789,1.96091671451,0.452821898148,-0.461273483307,1.12115569268,60,0.733333333333,3.59609728522,3.74428129697,0.0516121122131,0.0471950559881,3.6,2.5,0.101986754967,0.141721854305,1213268.42444,True,50932.8195993,-0.309650412125,IS,STATE_RESET_ONLY_EXTERNAL_FEATURES,10,Tradier
2022-09-06,2024-09-03,501,0.912543364702,0.384487953887,1.02264276884,1.87702597022,0.390829934268,-0.261748034998,1.46892393629,24,0.625,2.79013730105,2.73980868644,0.0308471998719,0.00917841083877,4.29166666667,2.91666666667,0.139720558882,0.187624750499,191254.33647,False,6031.93973467,-0.0902051877662,VALIDATION,STATE_RESET_ONLY_EXTERNAL_FEATURES,10,Tradier
2024-09-04,2026-09-04,503,1.78971778847,0.670831771635,1.16558864737,2.76235616092,0.554481682884,-0.24116863579,2.78158795167,13,0.923076923077,108.294907711,139.591522183,0.0840757642721,0.0607902031743,3.69230769231,2.53846153846,0.065606361829,0.0914512922465,278971.778847,False,4152.67824227,-0.146117071261,OOS_REUSED,STATE_RESET_ONLY_EXTERNAL_FEATURES,10,Tradier
2016-09-06,2022-09-02,1510,9.44493375277,0.47967737721,1.08942653844,1.86355665574,0.451384198936,-0.461273544264,1.03989787226,58,0.724137931034,3.4655268945,3.70779842885,0.0507064162025,0.0450774030016,3.65517241379,2.51724137931,0.0993377483444,0.137748344371,1044493.37528,True,43571.5189042,-0.309650422767,IS,LOCAL_WARMUP,10,Yahoo_split_adjusted
2022-09-06,2024-09-03,501,1.27540982161,0.510577102508,1.30249890588,2.61346675418,0.367002376224,-0.147100605945,3.47093813263,21,0.714285714286,4.68726882315,3.9341344071,0.0432502502511,0.0271872946682,4.14285714286,2.7619047619,0.115768463074,0.157684630739,227540.982161,False,6506.57161741,-0.0902051850789,VALIDATION,LOCAL_WARMUP,10,Yahoo_split_adjusted
2024-09-04,2026-09-04,503,1.63104531155,0.622587191254,1.11325691402,2.63636669579,0.553790812455,-0.241168613705,2.58154318545,12,0.916666666667,102.376087199,134.957964249,0.0860575566539,0.0675141352754,3.83333333333,2.58333333333,0.0616302186879,0.0854870775348,263104.531155,False,3722.10885481,-0.14572594478,OOS_REUSED,LOCAL_WARMUP,10,Yahoo_split_adjusted
2016-09-06,2026-09-04,2514,50.2422833125,0.482791013021,1.06805948027,1.97076196965,0.465562741656,-0.461273544264,1.04664795765,96,0.708333333333,3.49715246446,5.05004708662,0.0470922757053,0.0389335166525,3.92708333333,2.6875,0.102625298329,0.140811455847,5124228.33125,False,182915.301698,-0.309650422767,FULL_CONTINUOUS,LOCAL_WARMUP,10,Yahoo_split_adjusted
2016-09-06,2022-09-02,1510,9.49453763868,0.48084865822,1.0909578544,1.86749217798,0.451505038971,-0.461273474055,1.04243726393,58,0.724137931034,3.47659986086,3.71401080932,0.0507885115082,0.0450775072884,3.65517241379,2.51724137931,0.0993377483444,0.137748344371,1049453.76387,True,43752.5504453,-0.309650416161,IS,LOCAL_WARMUP,10,Yahoo_dividend_adjusted
2022-09-06,2024-09-03,501,1.28352899944,0.51327899832,1.307709351,2.62637949956,0.366876624522,-0.147100741574,3.48930258833,21,0.714285714286,4.7519123368,3.9712124618,0.0434098380505,0.0271873259818,4.14285714286,2.7619047619,0.115768463074,0.157684630739,228352.899944,False,6528.58012772,-0.0902051661718,VALIDATION,LOCAL_WARMUP,10,Yahoo_dividend_adjusted
2024-09-04,2026-09-04,503,1.63848686807,0.624881777121,1.11556592418,2.64293436365,0.554021323159,-0.241168665557,2.59105707484,12,0.916666666667,102.700941162,135.189722125,0.0863332325542,0.0675141352754,3.83333333333,2.58333333333,0.0616302186879,0.0854870775348,263848.686807,False,3731.7758463,-0.145725973968,OOS_REUSED,LOCAL_WARMUP,10,Yahoo_dividend_adjusted
2016-09-06,2026-09-04,2514,50.9850965328,0.484928051236,1.07102147728,1.97773119369,0.465644698305,-0.461273474055,1.05128102636,96,0.708333333333,3.51899604185,5.10503905678,0.0472440804782,0.0389334948125,3.92708333333,2.6875,0.102625298329,0.140811455847,5198509.65328,False,184866.360014,-0.309650416161,FULL_CONTINUOUS,LOCAL_WARMUP,10,Yahoo_dividend_adjusted
